SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,CO_MUNICIPIO_ESC,IDEB_2023
SP,3550308,São Paulo,35004790,"4,8"
SP,3550308,São Paulo,35004807,"3,7"
SP,3550308,São Paulo,35004820,"5,0"
SP,3550308,São Paulo,35004832,"4,8"
SP,3550308,São Paulo,35004868,"3,5"
SP,3550308,São Paulo,35004911,"5,5"
SP,3550308,São Paulo,35004923,"4,3"
SP,3550308,São Paulo,35004947,"4,1"
SP,3550308,São Paulo,35004984,"4,4"
SP,3550308,São Paulo,35004996,-
SP,3550308,São Paulo,35005009,"4,0"
SP,3550308,São Paulo,35005010,"4,5"
SP,3550308,São Paulo,35005034,"4,3"
SP,3550308,São Paulo,35005058,"4,1"
SP,3550308,São Paulo,35005061,"3,9"
SP,3550308,São Paulo,35005071,-
SP,3550308,São Paulo,35005083,-
SP,3550308,São Paulo,35005095,"4,5"
SP,3550308,São Paulo,35005113,"4,6"
SP,3550308,São Paulo,35005137,-
SP,3550308,São Paulo,35005149,-
SP,3550308,São Paulo,35005162,"4,3"
SP,3550308,São Paulo,35005186,"4,6"
SP,3550308,São Paulo,35005198,-
SP,3550308,São Paulo,35005204,"3,9"
SP,3550308,São Paulo,35005216,-
SP,3550308,São Paulo,35005228,"4,9"
SP,3550308,São Paulo,35005236,-
SP,3550308,São Paulo,35005241,"4,2"
SP,3550308,São Paulo,35005265,"4,4"
SP,3550308,São Paulo,35005277,"3,7"
SP,3550308,São Paulo,35005289,"4,8"
SP,3550308,São Paulo,35005290,"3,9"
SP,3550308,São Paulo,35005307,"4,3"
SP,3550308,São Paulo,35005320,-
SP,3550308,São Paulo,35005344,"4,4"
SP,3550308,São Paulo,35005356,"4,4"
SP,3550308,São Paulo,35005368,"5,0"
SP,3550308,São Paulo,35005373,"5,1"
SP,3550308,São Paulo,35005381,"3,5"
SP,3550308,São Paulo,35005393,-
SP,3550308,São Paulo,35005400,"3,6"
SP,3550308,São Paulo,35005411,"3,1"
SP,3550308,São Paulo,35005435,"4,7"
SP,3550308,São Paulo,35005447,"3,9"
SP,3550308,São Paulo,35005459,"4,0"
SP,3550308,São Paulo,35005472,"3,9"
SP,3550308,São Paulo,35005484,"3,9"
SP,3550308,São Paulo,35011807,-
SP,3550308,São Paulo,35013257,-
SP,3550308,São Paulo,35035592,"3,7"
SP,3550308,São Paulo,35035609,"4,3"
SP,3550308,São Paulo,35035610,"4,1"
SP,3550308,São Paulo,35035622,"4,0"
SP,3550308,São Paulo,35035661,-
SP,3550308,São Paulo,35036274,"3,7"
SP,3550308,São Paulo,35036286,"3,6"
SP,3550308,São Paulo,35036298,-
SP,3550308,São Paulo,35036444,"3,8"
SP,3550308,São Paulo,35036456,"3,9"
SP,3550308,São Paulo,35036705,"3,6"
SP,3550308,São Paulo,35036729,"3,2"
SP,3550308,São Paulo,35036730,"3,9"
SP,3550308,São Paulo,35036742,"4,2"
SP,3550308,São Paulo,35036754,"4,1"
SP,3550308,São Paulo,35036766,"3,3"
SP,3550308,São Paulo,35036785,-
SP,3550308,São Paulo,35036812,-
SP,3550308,São Paulo,35036821,-
SP,3550308,São Paulo,35036959,"3,6"
SP,3550308,São Paulo,35036961,"4,0"
SP,3550308,São Paulo,35036973,-
SP,3550308,São Paulo,35037011,-
SP,3550308,São Paulo,35037023,"4,5"
SP,3550308,São Paulo,35037035,"5,2"
SP,3550308,São Paulo,35037060,"3,9"
SP,3550308,São Paulo,35037072,"3,1"
SP,3550308,São Paulo,35037084,-
SP,3550308,São Paulo,35037096,"4,1"
SP,3550308,São Paulo,35037102,"3,5"
SP,3550308,São Paulo,35037345,-
SP,3550308,São Paulo,35037357,"3,5"
SP,3550308,São Paulo,35037370,-
SP,3550308,São Paulo,35037382,-
SP,3550308,São Paulo,35037424,-
SP,3550308,São Paulo,35037436,-
SP,3550308,São Paulo,35037448,"4,9"
SP,3550308,São Paulo,35037459,"4,6"
SP,3550308,São Paulo,35037461,-
SP,3550308,São Paulo,35037473,"3,8"
SP,3550308,São Paulo,35037618,"3,6"
SP,3550308,São Paulo,35037624,-
SP,3550308,São Paulo,35037655,-
SP,3550308,São Paulo,35037679,-
SP,3550308,São Paulo,35037692,"4,8"
SP,3550308,São Paulo,35037709,-
SP,3550308,São Paulo,35037710,"5,2"
SP,3550308,São Paulo,35037783,-
SP,3550308,São Paulo,35037795,-
SP,3550308,São Paulo,35038097,-
SP,3550308,São Paulo,35038131,-
SP,3550308,São Paulo,35038143,-
SP,3550308,São Paulo,35038167,"4,5"
SP,3550308,São Paulo,35038210,"4,3"
SP,3550308,São Paulo,35038234,-
SP,3550308,São Paulo,35038258,"3,9"
SP,3550308,São Paulo,35038261,"3,8"
SP,3550308,São Paulo,35038271,"4,1"
SP,3550308,São Paulo,35038283,-
SP,3550308,São Paulo,35038295,"4,4"
SP,3550308,São Paulo,35038301,"3,9"
SP,3550308,São Paulo,35038313,"4,1"
SP,3550308,São Paulo,35039123,"3,7"
SP,3550308,São Paulo,35039147,"4,2"
SP,3550308,São Paulo,35039159,"3,7"
SP,3550308,São Paulo,35039172,"3,9"
SP,3550308,São Paulo,35039248,-
SP,3550308,São Paulo,35039251,-
SP,3550308,São Paulo,35039263,"4,0"
SP,3550308,São Paulo,35039287,"3,9"
SP,3550308,São Paulo,35039299,"5,5"
SP,3550308,São Paulo,35039317,"3,9"
SP,3550308,São Paulo,35039342,"3,8"
SP,3550308,São Paulo,35039366,-
SP,3550308,São Paulo,35039385,"3,4"
SP,3550308,São Paulo,35039391,"3,6"
SP,3550308,São Paulo,35040332,-
SP,3550308,São Paulo,35040964,-
SP,3550308,São Paulo,35040976,-
SP,3550308,São Paulo,35040988,-
SP,3550308,São Paulo,35040997,"4,5"
SP,3550308,São Paulo,35041002,-
SP,3550308,São Paulo,35041026,"4,2"
SP,3550308,São Paulo,35041038,-
SP,3550308,São Paulo,35041048,-
SP,3550308,São Paulo,35041051,"4,0"
SP,3550308,São Paulo,35041063,"4,0"
SP,3550308,São Paulo,35041609,"4,7"
SP,3550308,São Paulo,35041713,-
SP,3550308,São Paulo,35041725,"3,5"
SP,3550308,São Paulo,35041737,"3,9"
SP,3550308,São Paulo,35041750,-
SP,3550308,São Paulo,35041762,"3,4"
SP,3550308,São Paulo,35041774,"4,2"
SP,3550308,São Paulo,35041786,-
SP,3550308,São Paulo,35041798,"3,6"
SP,3550308,São Paulo,35041804,-
SP,3550308,São Paulo,35043734,-
SP,3550308,São Paulo,35043746,"4,0"
SP,3550308,São Paulo,35043771,"4,6"
SP,3550308,São Paulo,35043928,"3,8"
SP,3550308,São Paulo,35043936,"3,9"
SP,3550308,São Paulo,35043953,"4,4"
SP,3550308,São Paulo,35044261,"4,0"
SP,3550308,São Paulo,35044283,"4,5"
SP,3550308,São Paulo,35044295,"4,8"
SP,3550308,São Paulo,35044301,-
SP,3550308,São Paulo,35044313,"3,9"
SP,3550308,São Paulo,35044325,"3,0"
SP,3550308,São Paulo,35044337,"4,6"
SP,3550308,São Paulo,35044349,"4,6"
SP,3550308,São Paulo,35044374,"3,6"
SP,3550308,São Paulo,35044386,"3,9"
SP,3550308,São Paulo,35044398,"4,4"
SP,3550308,São Paulo,35044404,"4,6"
SP,3550308,São Paulo,35044436,"4,6"
SP,3550308,São Paulo,35044441,"3,9"
SP,3550308,São Paulo,35044453,"3,3"
SP,3550308,São Paulo,35044465,-
SP,3550308,São Paulo,35046024,"5,5"
SP,3550308,São Paulo,35046059,"4,0"
SP,3550308,São Paulo,35046061,"3,7"
SP,3550308,São Paulo,35046224,-
SP,3550308,São Paulo,35046243,-
SP,3550308,São Paulo,35046279,-
SP,3550308,São Paulo,35046292,"4,6"
SP,3550308,São Paulo,35046309,"5,4"
SP,3550308,São Paulo,35046334,-
SP,3550308,São Paulo,35046346,"3,7"
SP,3550308,São Paulo,35046358,"3,6"
SP,3550308,São Paulo,35046361,"3,6"
SP,3550308,São Paulo,35048033,-
SP,3550308,São Paulo,35048616,"4,5"
SP,3550308,São Paulo,35048636,"4,4"
SP,3550308,São Paulo,35048641,"4,5"
SP,3550308,São Paulo,35048653,"4,1"
SP,3550308,São Paulo,35048689,"3,4"
SP,3550308,São Paulo,35048690,-
SP,3550308,São Paulo,35048719,-
SP,3550308,São Paulo,35048720,"3,4"
SP,3550308,São Paulo,35048744,"3,9"
SP,3550308,São Paulo,35054082,-
SP,3550308,São Paulo,35070178,"4,9"
SP,3550308,São Paulo,35072503,"4,3"
SP,3550308,São Paulo,35072552,"5,5"
SP,3550308,São Paulo,35091424,"4,0"
SP,3550308,São Paulo,35092575,"4,1"
SP,3550308,São Paulo,35100080,-
SP,3550308,São Paulo,35100365,-
SP,3550308,São Paulo,35100432,-
SP,3550308,São Paulo,35100468,-
SP,3550308,São Paulo,35101266,-
SP,3550308,São Paulo,35101761,-
SP,3550308,São Paulo,35101771,-
SP,3550308,São Paulo,35102124,-
SP,3550308,São Paulo,35102167,-
SP,3550308,São Paulo,35102428,-
SP,3550308,São Paulo,35103524,-
SP,3550308,São Paulo,35103718,-
SP,3550308,São Paulo,35105053,-
SP,3550308,São Paulo,35106677,-
SP,3550308,São Paulo,35106800,-
SP,3550308,São Paulo,35107153,-
SP,3550308,São Paulo,35107475,-
SP,3550308,São Paulo,35107487,-
SP,3550308,São Paulo,35107542,-
SP,3550308,São Paulo,35107591,-
SP,3550308,São Paulo,35107906,-
SP,3550308,São Paulo,35119039,-
SP,3550308,São Paulo,35120030,-
SP,3550308,São Paulo,35121484,"3,9"
SP,3550308,São Paulo,35124527,-
SP,3550308,São Paulo,35130321,-
SP,3550308,São Paulo,35130333,-
SP,3550308,São Paulo,35130758,-
SP,3550308,São Paulo,35132287,-
SP,3550308,São Paulo,35133401,-
SP,3550308,São Paulo,35134788,-
SP,3550308,São Paulo,35137085,-
SP,3550308,São Paulo,35138216,-
SP,3550308,São Paulo,35139221,-
SP,3550308,São Paulo,35139804,-
SP,3550308,São Paulo,35140338,-
SP,3550308,São Paulo,35154684,-
SP,3550308,São Paulo,35187185,-
SP,3550308,São Paulo,35191224,"4,5"
SP,3550308,São Paulo,35191905,"4,0"
SP,3550308,São Paulo,35191917,"4,9"
SP,3550308,São Paulo,35201947,"4,4"
SP,3550308,São Paulo,35207639,"3,9"
SP,3550308,São Paulo,35207676,-
SP,3550308,São Paulo,35207755,"4,8"
SP,3550308,São Paulo,35267983,-
SP,3550308,São Paulo,35269359,-
SP,3550308,São Paulo,35269384,"3,0"
SP,3550308,São Paulo,35283903,-
SP,3550308,São Paulo,35284300,-
SP,3550308,São Paulo,35284324,-
SP,3550308,São Paulo,35290543,-
SP,3550308,São Paulo,35290701,"5,6"
SP,3550308,São Paulo,35290993,-
SP,3550308,São Paulo,35297501,"3,9"
SP,3550308,São Paulo,35299364,"5,6"
SP,3550308,São Paulo,35304815,-
SP,3550308,São Paulo,35363315,"5,6"
SP,3550308,São Paulo,35365622,"5,4"
SP,3550308,São Paulo,35367734,-
SP,3550308,São Paulo,35393400,"5,9"
SP,3550308,São Paulo,35399197,-
SP,3550308,São Paulo,35405243,"5,5"
SP,3550308,São Paulo,35405322,"5,2"
SP,3550308,São Paulo,35409169,"4,0"
SP,3550308,São Paulo,35412173,"4,3"
SP,3550308,São Paulo,35415443,"4,2"
SP,3550308,São Paulo,35419588,-
SP,3550308,São Paulo,35428905,"5,4"
SP,3550308,São Paulo,35428929,"5,7"
SP,3550308,São Paulo,35433482,-
SP,3550308,São Paulo,35433846,"5,1"
SP,3550308,São Paulo,35433858,"5,6"
SP,3550308,São Paulo,35434632,"5,1"
SP,3550308,São Paulo,35437050,"3,9"
SP,3550308,São Paulo,35438042,"4,9"
SP,3550308,São Paulo,35438112,"3,7"
SP,3550308,São Paulo,35438285,-
SP,3550308,São Paulo,35438418,"5,7"
SP,3550308,São Paulo,35438424,"6,0"
SP,3550308,São Paulo,35438480,"5,8"
SP,3550308,São Paulo,35438820,"6,0"
SP,3550308,São Paulo,35439083,-
SP,3550308,São Paulo,35439186,-
SP,3550308,São Paulo,35439216,-
SP,3550308,São Paulo,35439447,-
SP,3550308,São Paulo,35440620,"5,4"
SP,3550308,São Paulo,35446695,"6,2"
SP,3550308,São Paulo,35447663,"4,7"
SP,3550308,São Paulo,35448060,-
SP,3550308,São Paulo,35457450,-
SP,3550308,São Paulo,35461295,-
SP,3550308,São Paulo,35461313,"5,3"
SP,3550308,São Paulo,35461532,-
SP,3550308,São Paulo,35463061,"4,7"
SP,3550308,São Paulo,35472505,"3,9"
SP,3550308,São Paulo,35476365,"5,2"
SP,3550308,São Paulo,35479081,"3,7"
SP,3550308,São Paulo,35479500,"4,4"
SP,3550308,São Paulo,35560112,"6,0"
SP,3550308,São Paulo,35579798,"5,8"
SP,3550308,São Paulo,35800971,-
SP,3550308,São Paulo,35805464,-
SP,3550308,São Paulo,35900060,-
SP,3550308,São Paulo,35900102,-
SP,3550308,São Paulo,35901684,-
SP,3550308,São Paulo,35901702,"4,4"
SP,3550308,São Paulo,35901714,"3,2"
SP,3550308,São Paulo,35901726,"3,3"
SP,3550308,São Paulo,35901748,-
SP,3550308,São Paulo,35901751,"4,2"
SP,3550308,São Paulo,35901799,"3,4"
SP,3550308,São Paulo,35902226,"3,4"
SP,3550308,São Paulo,35902263,"2,9"
SP,3550308,São Paulo,35902287,"4,1"
SP,3550308,São Paulo,35902305,"4,3"
SP,3550308,São Paulo,35902500,"3,9"
SP,3550308,São Paulo,35902512,"4,0"
SP,3550308,São Paulo,35902573,-
SP,3550308,São Paulo,35902597,-
SP,3550308,São Paulo,35902615,-
SP,3550308,São Paulo,35902627,-
SP,3550308,São Paulo,35902639,-
SP,3550308,São Paulo,35902664,-
SP,3550308,São Paulo,35902724,-
SP,3550308,São Paulo,35902792,"3,5"
SP,3550308,São Paulo,35902809,"3,2"
SP,3550308,São Paulo,35902810,"3,3"
SP,3550308,São Paulo,35902834,"4,3"
SP,3550308,São Paulo,35902861,"4,5"
SP,3550308,São Paulo,35902871,-
SP,3550308,São Paulo,35902901,"3,7"
SP,3550308,São Paulo,35902913,"3,7"
SP,3550308,São Paulo,35902925,"3,9"
SP,3550308,São Paulo,35904173,"3,0"
SP,3550308,São Paulo,35904247,"4,3"
SP,3550308,São Paulo,35904259,-
SP,3550308,São Paulo,35904284,"4,4"
SP,3550308,São Paulo,35904296,"3,1"
SP,3550308,São Paulo,35904302,-
SP,3550308,São Paulo,35904314,-
SP,3550308,São Paulo,35904326,-
SP,3550308,São Paulo,35904348,-
SP,3550308,São Paulo,35904582,-
SP,3550308,São Paulo,35904594,-
SP,3550308,São Paulo,35904624,-
SP,3550308,São Paulo,35904879,"3,9"
SP,3550308,São Paulo,35906141,"3,8"
SP,3550308,São Paulo,35906165,"3,6"
SP,3550308,São Paulo,35906207,"4,8"
SP,3550308,São Paulo,35906530,"3,6"
SP,3550308,São Paulo,35906542,"4,6"
SP,3550308,São Paulo,35906566,"3,6"
SP,3550308,São Paulo,35906591,"3,5"
SP,3550308,São Paulo,35906803,-
SP,3550308,São Paulo,35906967,"3,9"
SP,3550308,São Paulo,35906980,-
SP,3550308,São Paulo,35907017,"3,5"
SP,3550308,São Paulo,35907108,-
SP,3550308,São Paulo,35907112,"3,5"
SP,3550308,São Paulo,35907157,-
SP,3550308,São Paulo,35907194,"4,2"
SP,3550308,São Paulo,35907637,-
SP,3550308,São Paulo,35908368,-
SP,3550308,São Paulo,35908373,"4,7"
SP,3550308,São Paulo,35908400,"3,7"
SP,3550308,São Paulo,35909051,-
SP,3550308,São Paulo,35909075,-
SP,3550308,São Paulo,35909099,-
SP,3550308,São Paulo,35909105,"3,7"
SP,3550308,São Paulo,35909117,-
SP,3550308,São Paulo,35909129,-
SP,3550308,São Paulo,35909130,-
SP,3550308,São Paulo,35909166,"3,8"
SP,3550308,São Paulo,35909191,"4,4"
SP,3550308,São Paulo,35910259,-
SP,3550308,São Paulo,35910272,-
SP,3550308,São Paulo,35910284,-
SP,3550308,São Paulo,35910302,-
SP,3550308,São Paulo,35910338,"4,2"
SP,3550308,São Paulo,35910776,-
SP,3550308,São Paulo,35910788,"4,5"
SP,3550308,São Paulo,35910797,-
SP,3550308,São Paulo,35910818,-
SP,3550308,São Paulo,35910831,"3,1"
SP,3550308,São Paulo,35910995,-
SP,3550308,São Paulo,35911008,-
SP,3550308,São Paulo,35911537,"3,3"
SP,3550308,São Paulo,35912268,-
SP,3550308,São Paulo,35913820,"4,8"
SP,3550308,São Paulo,35914691,-
SP,3550308,São Paulo,35914708,-
SP,3550308,São Paulo,35914721,"4,1"
SP,3550308,São Paulo,35914733,"4,0"
SP,3550308,São Paulo,35915671,"4,7"
SP,3550308,São Paulo,35915683,-
SP,3550308,São Paulo,35915725,"3,9"
SP,3550308,São Paulo,35916493,"3,4"
SP,3550308,São Paulo,35916523,-
SP,3550308,São Paulo,35916535,-
SP,3550308,São Paulo,35916729,"3,7"
SP,3550308,São Paulo,35916730,-
SP,3550308,São Paulo,35916742,"3,5"
SP,3550308,São Paulo,35916754,"3,7"
SP,3550308,São Paulo,35916791,"3,7"
SP,3550308,São Paulo,35916808,-
SP,3550308,São Paulo,35916812,-
SP,3550308,São Paulo,35917382,-
SP,3550308,São Paulo,35917503,-
SP,3550308,São Paulo,35920277,"3,7"
SP,3550308,São Paulo,35920997,"3,6"
SP,3550308,São Paulo,35921312,-
SP,3550308,São Paulo,35921324,-
SP,3550308,São Paulo,35922146,"4,1"
SP,3550308,São Paulo,35922249,"3,9"
SP,3550308,São Paulo,35922894,-
SP,3550308,São Paulo,35922900,"4,0"
SP,3550308,São Paulo,35922912,"5,4"
SP,3550308,São Paulo,35923047,"4,1"
SP,3550308,São Paulo,35923059,"4,5"
SP,3550308,São Paulo,35923254,"3,7"
SP,3550308,São Paulo,35923266,"5,0"
SP,3550308,São Paulo,35923278,-
SP,3550308,São Paulo,35923285,-
SP,3550308,São Paulo,35923461,"3,7"
SP,3550308,São Paulo,35923473,"4,3"
SP,3550308,São Paulo,35923497,"4,3"
SP,3550308,São Paulo,35923503,"3,7"
SP,3550308,São Paulo,35923527,"4,8"
SP,3550308,São Paulo,35923588,"4,4"
SP,3550308,São Paulo,35923597,"4,7"
SP,3550308,São Paulo,35923624,-
SP,3550308,São Paulo,35923679,"4,8"
SP,3550308,São Paulo,35923795,"5,2"
SP,3550308,São Paulo,35923916,-
SP,3550308,São Paulo,35923990,"4,9"
SP,3550308,São Paulo,35924003,-
SP,3550308,São Paulo,35924258,-
SP,3550308,São Paulo,35924271,"3,6"
SP,3550308,São Paulo,35924374,-
SP,3550308,São Paulo,35924398,-
SP,3550308,São Paulo,35924490,"3,9"
SP,3550308,São Paulo,35924647,"3,4"
SP,3550308,São Paulo,35924684,-
SP,3550308,São Paulo,35924738,-
SP,3550308,São Paulo,35924763,"4,3"
SP,3550308,São Paulo,35924787,"3,9"
SP,3550308,São Paulo,35924829,-
SP,3550308,São Paulo,35925159,-
SP,3550308,São Paulo,35925172,"4,0"
SP,3550308,São Paulo,35925184,-
SP,3550308,São Paulo,35925196,-
SP,3550308,São Paulo,35925317,"3,6"
SP,3550308,São Paulo,35925330,"3,2"
SP,3550308,São Paulo,35925391,"4,9"
SP,3550308,São Paulo,35925433,"4,2"
SP,3550308,São Paulo,35925457,"3,9"
SP,3550308,São Paulo,35925469,"4,0"
SP,3550308,São Paulo,35925500,-
SP,3550308,São Paulo,35925524,"3,9"
SP,3550308,São Paulo,35925871,"5,8"
SP,3550308,São Paulo,35925998,"4,6"
SP,3550308,São Paulo,35926048,-
SP,3550308,São Paulo,35990012,-
SP,3550407,São Pedro,35020990,-
SP,3550407,São Pedro,35441594,"5,7"
SP,3550407,São Pedro,35496479,"5,1"
SP,3550407,São Pedro,35919354,"3,8"
SP,3550506,São Pedro do Turvo,35034265,-
SP,3550605,São Roque,35015830,"4,4"
SP,3550605,São Roque,35015891,-
SP,3550605,São Roque,35016007,"4,3"
SP,3550605,São Roque,35111831,-
SP,3550605,São Roque,35433412,-
SP,3550605,São Roque,35479433,"4,1"
SP,3550605,São Roque,35925974,"5,9"
SP,3550704,São Sebastião,35011204,"4,1"
SP,3550704,São Sebastião,35011265,"4,4"
SP,3550704,São Sebastião,35011289,"4,3"
SP,3550704,São Sebastião,35011368,"4,5"
SP,3550704,São Sebastião,35011373,"4,0"
SP,3550704,São Sebastião,35037230,"3,7"
SP,3550704,São Sebastião,35046681,"4,4"
SP,3550704,São Sebastião,35046700,"4,1"
SP,3550704,São Sebastião,35406302,-
SP,3550803,São Sebastião da Grama,35019082,"4,1"
SP,3550803,São Sebastião da Grama,35297392,-
SP,3550902,São Simão,35024259,"4,2"
SP,3550902,São Simão,35024348,"4,4"
SP,3550902,São Simão,35024375,"4,5"
SP,3551009,São Vicente,35012075,"4,1"
SP,3551009,São Vicente,35012129,"4,5"
SP,3551009,São Vicente,35012130,"3,7"
SP,3551009,São Vicente,35012142,"4,9"
SP,3551009,São Vicente,35012212,"4,8"
SP,3551009,São Vicente,35012245,"3,9"
SP,3551009,São Vicente,35012300,"3,2"
SP,3551009,São Vicente,35012324,"3,6"
SP,3551009,São Vicente,35012348,"4,1"
SP,3551009,São Vicente,35037576,"4,3"
SP,3551009,São Vicente,35038842,-
SP,3551009,São Vicente,35041634,"3,9"
SP,3551009,São Vicente,35049153,"3,7"
SP,3551009,São Vicente,35144320,-
SP,3551009,São Vicente,35405224,"6,2"
SP,3551009,São Vicente,35901404,"4,3"
SP,3551009,São Vicente,35905012,"4,4"
SP,3551009,São Vicente,35909865,-
SP,3551009,São Vicente,35909877,-
SP,3551009,São Vicente,35909889,-
SP,3551009,São Vicente,35909907,"4,2"
SP,3551009,São Vicente,35923485,"4,3"
SP,3551108,Sarapuí,35015124,"3,9"
SP,3551108,Sarapuí,35908290,"4,6"
SP,3551207,Sarutaiá,35034319,-
SP,3551306,Sebastianópolis do Sul,35027492,"4,5"
SP,3551405,Serra Azul,35024296,"4,0"
SP,3551405,Serra Azul,35085397,"4,3"
SP,3551504,Serrana,35023991,"4,1"
SP,3551504,Serrana,35350643,"5,0"
SP,3551504,Serrana,35434620,-
SP,3551504,Serrana,35922687,"3,2"
SP,3551603,Serra Negra,35017644,"3,9"
SP,3551603,Serra Negra,35045603,-
SP,3551603,Serra Negra,35921579,"4,1"
SP,3551702,Sertãozinho,35023486,"4,3"
SP,3551702,Sertãozinho,35023553,"5,4"
SP,3551702,Sertãozinho,35023607,"5,2"
SP,3551702,Sertãozinho,35023620,"4,8"
SP,3551702,Sertãozinho,35044635,"3,8"
SP,3551702,Sertãozinho,35049585,"4,3"
SP,3551702,Sertãozinho,35114637,-
SP,3551702,Sertãozinho,35905847,"4,1"
SP,3551702,Sertãozinho,35922717,"4,1"
SP,3551702,Sertãozinho,35923023,"5,0"
SP,3551702,Sertãozinho,35923710,-
SP,3551801,Sete Barras,35035142,"4,6"
SP,3551801,Sete Barras,35035154,"4,0"
SP,3551900,Severínia,35028137,"4,2"
SP,3552007,Silveiras,35012555,"3,9"
SP,3552007,Silveiras,35223104,-
SP,3552106,Socorro,35017711,"4,7"
SP,3552106,Socorro,35017735,"4,8"
SP,3552106,Socorro,35017759,"4,3"
SP,3552106,Socorro,35912906,"4,1"
SP,3552106,Socorro,35912918,"5,2"
SP,3552106,Socorro,35917746,"4,8"
SP,3552205,Sorocaba,35005750,-
SP,3552205,Sorocaba,35016093,"4,9"
SP,3552205,Sorocaba,35016100,"5,0"
SP,3552205,Sorocaba,35016111,"4,9"
SP,3552205,Sorocaba,35016135,"4,8"
SP,3552205,Sorocaba,35016159,"4,8"
SP,3552205,Sorocaba,35016160,"5,5"
SP,3552205,Sorocaba,35016172,-
SP,3552205,Sorocaba,35016202,"4,9"
SP,3552205,Sorocaba,35016214,"4,0"
SP,3552205,Sorocaba,35016226,-
SP,3552205,Sorocaba,35016238,-
SP,3552205,Sorocaba,35016248,-
SP,3552205,Sorocaba,35016251,"4,7"
SP,3552205,Sorocaba,35016263,"4,3"
SP,3552205,Sorocaba,35016275,"4,1"
SP,3552205,Sorocaba,35016287,"4,5"
SP,3552205,Sorocaba,35016299,"5,1"
SP,3552205,Sorocaba,35016305,-
SP,3552205,Sorocaba,35016317,"5,2"
SP,3552205,Sorocaba,35016329,"4,8"
SP,3552205,Sorocaba,35016330,"4,9"
SP,3552205,Sorocaba,35016354,-
SP,3552205,Sorocaba,35016378,"5,0"
SP,3552205,Sorocaba,35016391,-
SP,3552205,Sorocaba,35016412,"5,0"
SP,3552205,Sorocaba,35016421,"4,8"
SP,3552205,Sorocaba,35016433,"4,8"
SP,3552205,Sorocaba,35036651,"3,9"
SP,3552205,Sorocaba,35038957,-
SP,3552205,Sorocaba,35039780,-
SP,3552205,Sorocaba,35042419,-
SP,3552205,Sorocaba,35043497,"4,5"
SP,3552205,Sorocaba,35058415,-
SP,3552205,Sorocaba,35058427,-
SP,3552205,Sorocaba,35067337,-
SP,3552205,Sorocaba,35069966,-
SP,3552205,Sorocaba,35070282,"4,7"
SP,3552205,Sorocaba,35111867,-
SP,3552205,Sorocaba,35111909,-
SP,3552205,Sorocaba,35111922,-
SP,3552205,Sorocaba,35141586,-
SP,3552205,Sorocaba,35477850,-
SP,3552205,Sorocaba,35478912,"3,8"
SP,3552205,Sorocaba,35495104,-
SP,3552205,Sorocaba,35518591,"4,8"
SP,3552205,Sorocaba,35560510,"5,3"
SP,3552205,Sorocaba,35564953,"4,9"
SP,3552205,Sorocaba,35900345,"4,8"
SP,3552205,Sorocaba,35900357,"4,0"
SP,3552205,Sorocaba,35900369,-
SP,3552205,Sorocaba,35900382,"4,2"
SP,3552205,Sorocaba,35903255,"4,4"
SP,3552205,Sorocaba,35903267,"4,3"
SP,3552205,Sorocaba,35903279,-
SP,3552205,Sorocaba,35905297,"5,0"
SP,3552205,Sorocaba,35905306,"4,2"
SP,3552205,Sorocaba,35905331,-
SP,3552205,Sorocaba,35914605,"3,4"
SP,3552205,Sorocaba,35914617,"3,8"
SP,3552205,Sorocaba,35914629,-
SP,3552205,Sorocaba,35914630,"4,9"
SP,3552205,Sorocaba,35918593,"4,4"
SP,3552205,Sorocaba,35919913,"4,2"
SP,3552205,Sorocaba,35919925,-
SP,3552205,Sorocaba,35920228,"4,9"
SP,3552205,Sorocaba,35920236,"4,5"
SP,3552205,Sorocaba,35922031,"4,3"
SP,3552205,Sorocaba,35922742,"4,2"
SP,3552205,Sorocaba,35922754,"4,1"
SP,3552205,Sorocaba,35924106,"4,2"
SP,3552205,Sorocaba,35924885,"3,9"
SP,3552304,Sud Mennucci,35030673,"4,5"
SP,3552403,Sumaré,35017036,"5,2"
SP,3552403,Sumaré,35017243,"4,3"
SP,3552403,Sumaré,35017267,"3,8"
SP,3552403,Sumaré,35017310,-
SP,3552403,Sumaré,35035981,"5,3"
SP,3552403,Sumaré,35039834,-
SP,3552403,Sumaré,35042500,"5,2"
SP,3552403,Sumaré,35042523,"4,6"
SP,3552403,Sumaré,35042559,"5,0"
SP,3552403,Sumaré,35042560,"4,2"
SP,3552403,Sumaré,35042572,"3,7"
SP,3552403,Sumaré,35045536,"4,1"
SP,3552403,Sumaré,35045548,"4,7"
SP,3552403,Sumaré,35045561,"3,9"
SP,3552403,Sumaré,35045573,-
SP,3552403,Sumaré,35045585,"4,8"
SP,3552403,Sumaré,35049414,-
SP,3552403,Sumaré,35058836,"5,1"
SP,3552403,Sumaré,35112227,-
SP,3552403,Sumaré,35576670,"4,7"
SP,3552403,Sumaré,35905636,"4,4"
SP,3552403,Sumaré,35905641,"4,6"
SP,3552403,Sumaré,35909609,-
SP,3552403,Sumaré,35914940,-
SP,3552403,Sumaré,35924672,-
SP,3552403,Sumaré,35925731,"5,0"
SP,3552502,Suzano,35006973,"3,9"
